device_id,text_path,total_words,tech_stat_terms_count,bio_label_terms_count,structural_social_terms_count,structural_core_count,mismatch_numerator,mismatch_denominator,mismatch_metric,mismatch_metric_is_inf,mismatch_metric_safe
K212218,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212218.txt,1982,0,0,5,0,0,5,0.0,0,0.000000
K212219,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212219.txt,3297,0,0,5,0,0,5,0.0,0,0.000000
K212230,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212230.txt,2922,0,0,5,0,0,5,0.0,0,0.000000
K212265,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212265.txt,2952,0,0,6,0,0,6,0.0,0,0.000000
K212269,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212269.txt,2010,0,0,6,0,0,6,0.0,0,0.000000
K212274,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212274.txt,2356,0,0,7,0,0,7,0.0,0,0.000000
K212333,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212333.txt,2344,0,0,5,0,0,5,0.0,0,0.000000
K212336,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212336.txt,2834,0,0,12,0,0,12,0.0,0,0.000000
K212383,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212383.txt,4477,0,0,9,0,0,9,0.0,0,0.000000
K212441,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212441.txt,4553,0,0,10,0,0,10,0.0,0,0.000000
K212456,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212456.txt,2095,0,0,7,0,0,7,0.0,0,0.000000
K212654,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212654.txt,3763,0,0,8,0,0,8,0.0,0,0.000000
K212662,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212662.txt,3502,0,0,7,0,0,7,0.0,0,0.000000
K212704,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212704.txt,2689,0,0,6,0,0,6,0.0,0,0.000000
K212758,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212758.txt,2890,0,0,4,0,0,4,0.0,0,0.000000
K212915,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212915.txt,2777,0,0,7,0,0,7,0.0,0,0.000000
K212960,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212960.txt,2504,0,0,5,0,0,5,0.0,0,0.000000
K213096,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213096.txt,3850,0,0,10,0,0,10,0.0,0,0.000000
K213275,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213275.txt,2770,0,0,5,0,0,5,0.0,0,0.000000
K213305,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213305.txt,3581,0,0,5,0,0,5,0.0,0,0.000000
K213307,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213307.txt,2180,0,0,6,0,0,6,0.0,0,0.000000
K213409,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213409.txt,2824,0,0,9,0,0,9,0.0,0,0.000000
K213436,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213436.txt,2817,0,0,9,0,0,9,0.0,0,0.000000
K213544,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213544.txt,3595,0,0,7,0,0,7,0.0,0,0.000000
K213603,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213603.txt,1989,0,0,6,0,0,6,0.0,0,0.000000
K213628,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213628.txt,2349,0,0,5,0,0,5,0.0,0,0.000000
K213642,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213642.txt,2443,0,0,7,0,0,7,0.0,0,0.000000
K213668,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213668.txt,2109,0,0,6,0,0,6,0.0,0,0.000000
K213689,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213689.txt,2134,0,0,5,0,0,5,0.0,0,0.000000
K213725,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213725.txt,2410,0,0,8,0,0,8,0.0,0,0.000000
K213737,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213737.txt,2886,0,0,8,0,0,8,0.0,0,0.000000
K213760,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213760.txt,2768,0,0,7,0,0,7,0.0,0,0.000000
K213776,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213776.txt,3284,0,0,6,0,0,6,0.0,0,0.000000
K213857,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213857.txt,2500,0,0,7,0,0,7,0.0,0,0.000000
K213938,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213938.txt,2362,0,0,6,0,0,6,0.0,0,0.000000
K213944,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213944.txt,3267,0,0,7,0,0,7,0.0,0,0.000000
K213976,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213976.txt,3814,0,0,4,0,0,4,0.0,0,0.000000
K213986,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213986.txt,2357,0,0,12,0,0,12,0.0,0,0.000000
K214019,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K214019.txt,2367,0,0,10,0,0,10,0.0,0,0.000000
K214036,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K214036.txt,4781,0,0,13,0,0,13,0.0,0,0.000000
K220013,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220013.txt,2526,0,0,5,0,0,5,0.0,0,0.000000
K220043,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220043.txt,2599,0,0,6,0,0,6,0.0,0,0.000000
K220068,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220068.txt,2632,0,0,6,0,0,6,0.0,0,0.000000
K220151,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220151.txt,2612,0,0,5,0,0,5,0.0,0,0.000000
K220192,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220192.txt,3367,0,0,5,0,0,5,0.0,0,0.000000
K220264,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220264.txt,2426,0,0,7,0,0,7,0.0,0,0.000000
K220332,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220332.txt,6065,0,0,10,0,0,10,0.0,0,0.000000
K220349,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220349.txt,4000,0,0,6,0,0,6,0.0,0,0.000000
K220416,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220416.txt,2485,0,0,6,0,0,6,0.0,0,0.000000
K220446,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220446.txt,2769,0,0,9,0,0,9,0.0,0,0.000000
K220575,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220575.txt,2747,0,0,5,0,0,5,0.0,0,0.000000
K220589,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220589.txt,2597,0,0,5,0,0,5,0.0,0,0.000000
K220783,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220783.txt,3247,0,0,10,0,0,10,0.0,0,0.000000
K220786,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220786.txt,3955,0,0,7,0,0,7,0.0,0,0.000000
K220813,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220813.txt,11148,0,0,7,0,0,7,0.0,0,0.000000
K220961,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220961.txt,2243,0,0,6,0,0,6,0.0,0,0.000000
K221100,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221100.txt,2237,0,0,7,0,0,7,0.0,0,0.000000
K221106,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221106.txt,2193,0,0,8,0,0,8,0.0,0,0.000000
K221203,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221203.txt,1653,0,0,4,0,0,4,0.0,0,0.000000
K221219,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221219.txt,2750,0,0,8,0,0,8,0.0,0,0.000000
K221393,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221393.txt,2107,0,0,7,0,0,7,0.0,0,0.000000
K221463,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221463.txt,2767,0,0,5,0,0,5,0.0,0,0.000000
K221632,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221632.txt,1982,0,0,4,0,0,4,0.0,0,0.000000
K221680,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221680.txt,3695,0,0,5,0,0,5,0.0,0,0.000000
K221727,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221727.txt,2391,0,0,8,0,0,8,0.0,0,0.000000
K221733,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221733.txt,2408,0,0,5,0,0,5,0.0,0,0.000000
K221738,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221738.txt,1953,0,0,6,0,0,6,0.0,0,0.000000
K221923,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221923.txt,2088,0,0,7,0,0,7,0.0,0,0.000000
K221962,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221962.txt,2125,0,0,6,0,0,6,0.0,0,0.000000
K222070,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222070.txt,5803,0,0,9,0,0,9,0.0,0,0.000000
K222172,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222172.txt,2427,0,0,11,0,0,11,0.0,0,0.000000
K222389,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222389.txt,2327,0,0,7,0,0,7,0.0,0,0.000000
K222428,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222428.txt,4236,0,0,5,0,0,5,0.0,0,0.000000
K222676,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222676.txt,2409,0,0,10,0,0,10,0.0,0,0.000000
K222728,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222728.txt,7056,0,0,5,0,0,5,0.0,0,0.000000
K222745,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222745.txt,3300,0,0,9,0,0,9,0.0,0,0.000000
K222755,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222755.txt,4636,0,0,7,0,0,7,0.0,0,0.000000
K222803,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222803.txt,3557,0,0,8,0,0,8,0.0,0,0.000000
K222921,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222921.txt,2395,0,0,7,0,0,7,0.0,0,0.000000
K222970,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222970.txt,2003,0,0,6,0,0,6,0.0,0,0.000000
K223028,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223028.txt,3712,0,0,6,0,0,6,0.0,0,0.000000
K223042,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223042.txt,3013,0,0,6,0,0,6,0.0,0,0.000000
K223106,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223106.txt,3745,0,0,11,0,0,11,0.0,0,0.000000
K223247,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223247.txt,1951,0,0,6,0,0,6,0.0,0,0.000000
K223311,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223311.txt,5730,0,0,13,0,0,13,0.0,0,0.000000
K223343,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223343.txt,3515,0,0,5,0,0,5,0.0,0,0.000000
K223396,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223396.txt,2292,0,0,4,0,0,4,0.0,0,0.000000
K223424,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223424.txt,2474,0,0,6,0,0,6,0.0,0,0.000000
K223426,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223426.txt,4538,0,0,7,0,0,7,0.0,0,0.000000
K223439,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223439.txt,2135,0,0,6,0,0,6,0.0,0,0.000000
K223473,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223473.txt,5469,0,0,7,0,0,7,0.0,0,0.000000
K223490,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223490.txt,2771,0,0,8,0,0,8,0.0,0,0.000000
K223502,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223502.txt,3057,0,0,6,0,0,6,0.0,0,0.000000
K223514,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223514.txt,2299,0,0,6,0,0,6,0.0,0,0.000000
K223516,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223516.txt,2804,0,0,7,0,0,7,0.0,0,0.000000
K223539,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223539.txt,3069,0,0,10,0,0,10,0.0,0,0.000000
K223553,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223553.txt,2214,0,0,6,0,0,6,0.0,0,0.000000
K223623,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223623.txt,1808,0,0,7,0,0,7,0.0,0,0.000000
K223630,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223630.txt,2095,0,0,6,0,0,6,0.0,0,0.000000
K223738,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223738.txt,3390,0,0,6,0,0,6,0.0,0,0.000000
K223774,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223774.txt,4297,0,0,4,0,0,4,0.0,0,0.000000
K230023,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230023.txt,9277,0,0,9,0,0,9,0.0,0,0.000000
K230039,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230039.txt,3519,0,0,6,0,0,6,0.0,0,0.000000
K230112,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230112.txt,2366,0,0,7,0,0,7,0.0,0,0.000000
K230179,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230179.txt,3487,0,0,8,0,0,8,0.0,0,0.000000
K230208,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230208.txt,2140,0,0,6,0,0,6,0.0,0,0.000000
K230220,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230220.txt,4372,0,0,7,0,0,7,0.0,0,0.000000
K230223,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230223.txt,3029,0,0,6,0,0,6,0.0,0,0.000000
K230264,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230264.txt,2086,0,0,4,0,0,4,0.0,0,0.000000
K230273,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230273.txt,2966,0,0,9,0,0,9,0.0,0,0.000000
K230534,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230534.txt,3168,0,0,7,0,0,7,0.0,0,0.000000
K230552,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230552.txt,2865,0,0,9,0,0,9,0.0,0,0.000000
K230553,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230553.txt,2102,0,0,6,0,0,6,0.0,0,0.000000
K230575,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230575.txt,2851,0,0,9,0,0,9,0.0,0,0.000000
K230658,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230658.txt,3180,0,0,4,0,0,4,0.0,0,0.000000
K230772,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230772.txt,2212,0,0,8,0,0,8,0.0,0,0.000000
K230854,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230854.txt,2617,0,0,6,0,0,6,0.0,0,0.000000
K230913,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230913.txt,2473,0,0,5,0,0,5,0.0,0,0.000000
K231038,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231038.txt,2107,0,0,8,0,0,8,0.0,0,0.000000
K231190,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231190.txt,2186,0,0,7,0,0,7,0.0,0,0.000000
K231281,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231281.txt,2261,0,0,6,0,0,6,0.0,0,0.000000
K231470,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231470.txt,2988,0,0,11,0,0,11,0.0,0,0.000000
K231560,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231560.txt,4212,0,0,5,0,0,5,0.0,0,0.000000
K231570,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231570.txt,3318,0,0,8,0,0,8,0.0,0,0.000000
K231572,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231572.txt,2474,0,0,6,0,0,6,0.0,0,0.000000
K231617,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231617.txt,3824,0,0,5,0,0,5,0.0,0,0.000000
K231631,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231631.txt,3593,0,0,7,0,0,7,0.0,0,0.000000
K231668,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231668.txt,2050,0,0,4,0,0,4,0.0,0,0.000000
K231690,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231690.txt,3059,0,0,7,0,0,7,0.0,0,0.000000
K231764,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231764.txt,3743,0,0,20,0,0,20,0.0,0,0.000000
K231898,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231898.txt,3340,0,0,4,0,0,4,0.0,0,0.000000
K231928,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231928.txt,5043,0,0,7,0,0,7,0.0,0,0.000000
K232023,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232023.txt,2913,0,0,5,0,0,5,0.0,0,0.000000
K232083,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232083.txt,3017,0,0,7,0,0,7,0.0,0,0.000000
K232231,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232231.txt,2998,0,0,9,0,0,9,0.0,0,0.000000
K232257,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232257.txt,5013,0,0,12,0,0,12,0.0,0,0.000000
K232363,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232363.txt,2970,0,0,6,0,0,6,0.0,0,0.000000
K232367,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232367.txt,1247,0,0,4,0,0,4,0.0,0,0.000000
K232482,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232482.txt,2699,0,0,6,0,0,6,0.0,0,0.000000
K232491,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232491.txt,5478,0,0,9,0,0,9,0.0,0,0.000000
K232494,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232494.txt,3189,0,0,5,0,0,5,0.0,0,0.000000
K232500,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232500.txt,3999,0,0,6,0,0,6,0.0,0,0.000000
K232526,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232526.txt,2096,0,0,9,0,0,9,0.0,0,0.000000
K232616,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232616.txt,3303,0,0,5,0,0,5,0.0,0,0.000000
K232661,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232661.txt,3344,0,0,6,0,0,6,0.0,0,0.000000
K232698,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232698.txt,4518,0,0,14,0,0,14,0.0,0,0.000000
K232704,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232704.txt,3375,0,0,10,0,0,10,0.0,0,0.000000
K232760,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232760.txt,2357,0,0,6,0,0,6,0.0,0,0.000000
K232799,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232799.txt,3470,0,0,8,0,0,8,0.0,0,0.000000
K232808,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232808.txt,3042,0,0,19,0,0,19,0.0,0,0.000000
K232856,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232856.txt,4801,0,0,15,0,0,15,0.0,0,0.000000
K233080,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233080.txt,2867,0,0,6,0,0,6,0.0,0,0.000000
K233176,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233176.txt,4879,0,0,6,0,0,6,0.0,0,0.000000
K233186,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233186.txt,4762,0,0,11,0,0,11,0.0,0,0.000000
K233195,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233195.txt,2742,0,0,5,0,0,5,0.0,0,0.000000
K233209,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233209.txt,7034,0,0,5,0,0,5,0.0,0,0.000000
K233211,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233211.txt,3811,0,0,9,0,0,9,0.0,0,0.000000
K233249,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233249.txt,3070,0,0,6,0,0,6,0.0,0,0.000000
K233438,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233438.txt,4410,0,0,13,0,0,13,0.0,0,0.000000
K233512,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233512.txt,3747,0,0,4,0,0,4,0.0,0,0.000000
K233543,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233543.txt,3503,0,0,9,0,0,9,0.0,0,0.000000
K233545,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233545.txt,2251,0,0,7,0,0,7,0.0,0,0.000000
K233562,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233562.txt,2247,0,0,6,0,0,6,0.0,0,0.000000
